
---------- Begin Simulation Statistics ----------
final_tick                                10520391000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 172440                       # Simulator instruction rate (inst/s)
host_mem_usage                                 661996                       # Number of bytes of host memory used
host_op_rate                                   182894                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   242.64                       # Real time elapsed on the host
host_tick_rate                               43357399                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    41841385                       # Number of instructions simulated
sim_ops                                      44377998                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.010520                       # Number of seconds simulated
sim_ticks                                 10520391000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 163819168                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 29083774                       # number of cc regfile writes
system.cpu.committedInsts                    41841385                       # Number of Instructions Simulated
system.cpu.committedOps                      44377998                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.502870                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.502870                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           48775                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts               142054                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 10316850                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.162587                       # Inst execution rate
system.cpu.iew.exec_refs                     14133530                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    4895819                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  222327                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               9420559                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts              21802                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            226662                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              5024043                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            46494741                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               9237711                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            142130                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              45502534                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   1971                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                   239                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                 129880                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                  2765                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            673                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        42494                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          99560                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  37926160                       # num instructions consuming a value
system.cpu.iew.wb_count                      45302794                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.627951                       # average fanout of values written-back
system.cpu.iew.wb_producers                  23815786                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.153094                       # insts written-back per cycle
system.cpu.iew.wb_sent                       45381324                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 46382718                       # number of integer regfile reads
system.cpu.int_regfile_writes                21039111                       # number of integer regfile writes
system.cpu.ipc                               1.988585                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.988585                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass              1081      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu              31452066     68.91%     68.91% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                19488      0.04%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                     0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     68.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     68.95% # Type of FU issued
