
---------- Begin Simulation Statistics ----------
final_tick                                 7160291500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 118353                       # Simulator instruction rate (inst/s)
host_mem_usage                                 664040                       # Number of bytes of host memory used
host_op_rate                                   149629                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   128.90                       # Real time elapsed on the host
host_tick_rate                               55548308                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    15255958                       # Number of instructions simulated
sim_ops                                      19287511                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.007160                       # Number of seconds simulated
sim_ticks                                  7160291500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  81884074                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 10122489                       # number of cc regfile writes
system.cpu.committedInsts                    15255958                       # Number of Instructions Simulated
system.cpu.committedOps                      19287511                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.938688                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.938688                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           48670                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts               365897                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  4462094                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.591932                       # Inst execution rate
system.cpu.iew.exec_refs                      7961927                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    2932653                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  760887                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               5565257                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts              61302                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            258581                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              3172073                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            25626673                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               5029274                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            350040                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              22797403                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  20220                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                798235                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                 267163                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                825066                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            335                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       142324                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         223573                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  22156115                       # num instructions consuming a value
system.cpu.iew.wb_count                      22351819                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.539759                       # average fanout of values written-back
system.cpu.iew.wb_producers                  11958966                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.560818                       # insts written-back per cycle
system.cpu.iew.wb_sent                       22451565                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 23729828                       # number of integer regfile reads
system.cpu.int_regfile_writes                13427168                       # number of integer regfile writes
system.cpu.ipc                               1.065317                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.065317                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass                16      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu              15023508     64.90%     64.90% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                28143      0.12%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                     0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     65.03% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     65.03% # Type of FU issued
